,word,image_api,image,audio_api,audio,spelling,translation1,translation2,translation3,translation4,translation5,translation6
1071,flow,http://5.vndic.net/images/dict/f/flow.gif,./Image/flow.png,http://5.vndic.net/mp3.php?id=flow&dir=47&lang=en&,./MP3/flow.mp3,[flou],"{'type': 'danh từ', 'meanings': [{'meaning': 'sự chảy', 'examples': []}, {'meaning': 'lượng chảy, lưu lượng', 'examples': []}, {'meaning': 'luồng nước', 'examples': []}, {'meaning': 'nước triều lên', 'examples': [{'origin': 'ebb and flow', 'meaning': 'nước triều xuống và nước triều lên'}]}, {'meaning': 'sự đổ hàng hoá vào một nước', 'examples': []}, {'meaning': 'sự bay dập dờn (quần áo...)', 'examples': []}, {'meaning': '(vật lý) dòng, luồng', 'examples': [{'origin': 'diffusion flow', 'meaning': 'dòng khuếch tán'}]}]}",,,,,
1072,flower,http://5.vndic.net/images/dict/f/flower.gif,./Image/flower.png,http://5.vndic.net/mp3.php?id=flower&dir=224&lang=en&,./MP3/flower.mp3,['flauə],"{'type': 'danh từ', 'meanings': [{'meaning': 'hoa, bông hoa, đoá hoa', 'examples': []}, {'meaning': '(số nhiều) lời lẽ văn hoa', 'examples': [{'origin': 'flowers of speech', 'meaning': 'những câu văn hoa'}]}, {'meaning': 'tinh hoa, tinh tuý', 'examples': [{'origin': ""the flower of the country's youth"", 'meaning': 'tinh hoa của thanh niên đất nước, những phần tử ưu tú của thanh niên đất nước'}]}, {'meaning': 'thời kỳ nở hoa', 'examples': [{'origin': 'the trees are in flower', 'meaning': 'cây cối nở hoa'}]}, {'meaning': 'tuổi thanh xuân', 'examples': [{'origin': ""to give the flower of one's age to the country"", 'meaning': 'hiến tuổi thanh xuân cho đất nước'}]}, {'meaning': '(số nhiều) (hoá học) hoa', 'examples': [{'origin': 'flowers of sulphur', 'meaning': 'hoa lưu huỳnh'}]}, {'meaning': 'váng men; cái giấm', 'examples': []}]}",,,,,
1073,fly,http://5.vndic.net/images/dict/f/fly.gif,./Image/fly.png,http://5.vndic.net/mp3.php?id=fly&dir=627&lang=en&,./MP3/fly.mp3,[flai],"{'type': 'danh từ', 'meanings': [{'meaning': 'con ruồi', 'examples': []}, {'meaning': '(dùng trong từ ghép) bất cứ loại nào trong một số côn trùng biết bay', 'examples': [{'origin': 'butterfly', 'meaning': 'con bướm'}, {'origin': 'dragonfly', 'meaning': 'con chuồn chuồn'}, {'origin': 'tsetse-fly', 'meaning': 'ruồi xê-xê'}]}, {'meaning': 'ruồi (làm mồi câu); ruồi giả (làm mồi câu cá)', 'examples': []}, {'meaning': '(nông nghiệp) bệnh do ruồi, sâu bệnh', 'examples': []}]}",,,,,
1074,focus,http://5.vndic.net/images/dict/f/focus.gif,./Image/focus.png,http://5.vndic.net/mp3.php?id=focus&dir=487&lang=en&,./MP3/focus.mp3,['foukəs],"{'type': 'danh từ, số nhiều focuses; foci', 'meanings': [{'meaning': '(toán học), (vật lý) tiêu điểm', 'examples': []}, {'meaning': '(nghĩa bóng) trung tâm, trọng điểm tâm', 'examples': []}, {'meaning': '(y học) ổ bệnh', 'examples': []}]}",,,,,
1075,folk,http://5.vndic.net/images/dict/f/folk.gif,./Image/folk.png,http://5.vndic.net/mp3.php?id=folk&dir=119&lang=en&,./MP3/folk.mp3,[fouk],"{'type': 'danh từ (dùng với động từ ở số nhiều)', 'meanings': [{'meaning': 'công chúng nói chung, người', 'examples': [{'origin': 'old folk (s) tend to be nostalgic', 'meaning': 'người già có khuynh hướng hoài cổ'}, {'origin': 'country folk', 'meaning': 'người nông thôn'}, {'origin': 'người thành thị', 'meaning': 'townsfolk'}]}, {'meaning': '(được dùng với mọi người khi nói chuyện thân mật)', 'examples': [{'origin': 'well, folks, what shall we have for breakfast?', 'meaning': 'nào các cậu, ta sẽ ăn điểm tâm món gì đây?'}]}, {'meaning': '(số nhiều) (thông tục) người thân thuộc', 'examples': [{'origin': ""one's folks"", 'meaning': 'họ hàng thân thuộc'}, {'origin': 'the old folks at home', 'meaning': 'cha mẹ ông bà'}]}, {'meaning': '(từ cổ,nghĩa cổ) dân tộc, dân gian', 'examples': []}]}",,,,,
1076,follow,http://5.vndic.net/images/dict/f/follow.gif,./Image/follow.png,http://5.vndic.net/mp3.php?id=follow&dir=257&lang=en&,./MP3/follow.mp3,['fɔlou],"{'type': 'danh từ', 'meanings': [{'meaning': 'cú đánh theo (bi-a)', 'examples': []}, {'meaning': 'nửa suất thêm (ở hàng ăn)', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'đi theo sau', 'examples': []}, {'meaning': 'theo nghề, làm nghề', 'examples': [{'origin': 'to follow the sea', 'meaning': 'làm nghề thuỷ thủ'}, {'origin': 'to follow the plough', 'meaning': 'làm nghề nông'}]}, {'meaning': 'đi theo một con đường', 'examples': []}, {'meaning': 'đi theo, đi hầu (ai)', 'examples': []}, {'meaning': 'theo, theo đuổi', 'examples': [{'origin': 'to follow a policy', 'meaning': 'theo một chính sách'}, {'origin': ""to follow someone's example"", 'meaning': 'theo gương người nào'}]}, {'meaning': 'nghe kịp, hiểu kịp', 'examples': [{'origin': ""he spoke so fast that I couldn't follow him"", 'meaning': 'nó nói mau đến nỗi tôi không nghe kịp'}]}, {'meaning': 'tiếp theo, kế theo', 'examples': [{'origin': 'the lecture is followed by a concert', 'meaning': 'tiếp theo buổi nói chuyện có hoà nhạc'}]}, {'meaning': 'theo dõi (tình hình...)', 'examples': []}]}","{'type': 'nội động từ', 'meanings': [{'meaning': 'đi theo, đi theo sau', 'examples': []}, {'meaning': 'sinh ra, xảy đến', 'examples': [{'origin': 'it must follow at the night the day', 'meaning': 'điều đó phải xảy ra như đêm phải tiếp tục theo ngày vậy'}, {'origin': 'hence it follows that', 'meaning': 'do đó mà'}]}]}",,,
1077,following,,,http://5.vndic.net/mp3.php?id=following&dir=802&lang=en&,./MP3/following.mp3,['fɔlouiη],"{'type': 'danh từ', 'meanings': [{'meaning': 'nhóm những người ủng hộ', 'examples': [{'origin': 'our Party has a large following in the south', 'meaning': 'Đảng của chúng ta có lực lượng ủng hộ lớn ở miền Nam'}]}, {'meaning': '(the following) những người sau đây, những thứ sau đây', 'examples': [{'origin': 'the following are noteworthy', 'meaning': 'những thứ kể sau đây là đáng chú ý'}, {'origin': 'the following are extracts from original article', 'meaning': 'phần tiếp sau đây là các đoạn trích từ nguyên bản'}]}]}","{'type': 'tính từ', 'meanings': [{'meaning': 'tiếp sau đó về thời gian', 'examples': [{'origin': 'it rained on the day we arrived, but the following day was sunny', 'meaning': 'trời mưa vào ngày chúng tôi đến, nhưng ngày tiếp theo thì trời nắng'}]}, {'meaning': 'sắp được đề cập đến; sau đây', 'examples': [{'origin': 'answer the following questions', 'meaning': 'hãy trả lời những câu hỏi sau đây'}]}]}","{'type': 'giới từ', 'meanings': [{'meaning': 'sau, tiếp theo', 'examples': [{'origin': ""awful floods following the last month's earthquake"", 'meaning': 'những trận lụt tàn khốc tiếp theo trận động đất tháng rồi'}]}]}",,,
1078,food,http://5.vndic.net/images/dict/f/food.gif,./Image/food.png,http://5.vndic.net/mp3.php?id=food&dir=101&lang=en&,./MP3/food.mp3,[fu:d],"{'type': 'danh từ', 'meanings': [{'meaning': 'bất cứ chất nào mà con người hay động vật ăn hay uống hoặc thực vật hấp thụ để duy trì sự sống và phát triển; lương thực', 'examples': [{'origin': 'a shortage of food in some countries', 'meaning': 'sự thiếu lương thực ở một số nước'}]}, {'meaning': 'chất rắn, đặc thuộc loại này; thức ăn', 'examples': [{'origin': 'we cannot survive without food and drink', 'meaning': 'chúng ta không thể sống nếu không có thức ăn và nước uống'}, {'origin': 'food and clothing', 'meaning': 'ăn và mặc'}]}, {'meaning': 'loại thức ăn cụ thể', 'examples': [{'origin': 'the food there is excellent', 'meaning': 'món ăn ở đó thật tuyệt'}, {'origin': 'mental (intellectual) food', 'meaning': 'món ăn tinh thần'}, {'origin': 'breakfast food', 'meaning': 'thức ăn điểm tâm'}, {'origin': 'baby food', 'meaning': 'thức ăn cho trẻ em'}, {'origin': 'health food', 'meaning': 'thức ăn bổ'}, {'origin': 'frozen foods', 'meaning': 'thức ăn đông lạnh'}, {'origin': 'processed foods', 'meaning': 'thức ăn đã chế biến'}, {'origin': 'food value', 'meaning': 'giá trị dinh dưỡng'}]}]}",,,,,
1079,foot,http://5.vndic.net/images/dict/f/foot.gif,./Image/foot.png,http://5.vndic.net/mp3.php?id=foot&dir=182&lang=en&,./MP3/foot.mp3,[fut],"{'type': 'danh từ, số nhiều feet', 'meanings': [{'meaning': 'chân, bàn chân (người, thú...)', 'examples': []}, {'meaning': 'bước chân, cách đi', 'examples': []}, {'meaning': '(quân sự) bộ binh', 'examples': [{'origin': 'horse, foot and artillery', 'meaning': 'kỵ binh, bộ binh và pháo binh'}]}, {'meaning': 'chân (giường, ghế, tường, núi...); bệ phía dưới, cuối', 'examples': [{'origin': 'at the foot of a page', 'meaning': 'ở cuối trang'}]}, {'meaning': 'phút (đơn vị đo chiều dài Anh bằng 0,3048 m)', 'examples': []}, {'meaning': 'âm tiết ((thơ ca))', 'examples': []}, {'meaning': '(thực vật học) gốc cánh (hoa)', 'examples': []}, {'meaning': 'cặn bã', 'examples': []}, {'meaning': 'đường thô', 'examples': []}]}",,,,,
1080,football,http://5.vndic.net/images/dict/f/football.gif,./Image/football.png,http://5.vndic.net/mp3.php?id=football&dir=225&lang=en&,./MP3/football.mp3,['futbɔ:l],"{'type': 'danh từ, (thể dục,thể thao)', 'meanings': [{'meaning': 'quả bóng đá', 'examples': []}, {'meaning': 'môn bóng đá', 'examples': []}]}",,,,,
1081,for/in a month of Sundays,,,,,thành ngữ month,,,,,,
1082,force,http://5.vndic.net/images/dict/f/force.gif,./Image/force.png,http://5.vndic.net/mp3.php?id=force&dir=599&lang=en&,./MP3/force.mp3,[fɔ:s],"{'type': 'danh từ', 'meanings': [{'meaning': 'đơn vị đo sức gió', 'examples': [{'origin': 'a force 9 gale', 'meaning': 'cơn bão mạnh cấp 9'}]}, {'meaning': 'sức; lực; sức mạnh', 'examples': [{'origin': 'physical force', 'meaning': 'sức mạnh vật chất'}, {'origin': 'moral force', 'meaning': 'sức mạnh tinh thần'}]}, {'meaning': 'vũ lực, quyền lực; sự bắt buộc', 'examples': [{'origin': 'by force', 'meaning': 'bằng vũ lực bắt buộc'}, {'origin': 'by force of circumstances', 'meaning': 'do hoàn cảnh bắt buộc'}]}, {'meaning': 'nhóm người được tổ chức vì một mục đích cụ thể nào đó', 'examples': [{'origin': 'a sales/labour force', 'meaning': 'lực lượng bán hàng/lao động'}]}, {'meaning': 'cơ cấu có tổ chức của quân đội hoặc của những người được huấn luyện đặc biệt; lực lượng', 'examples': [{'origin': 'armed forces', 'meaning': 'lực lượng vũ trang; quân lực'}, {'origin': ""the people's police force"", 'meaning': 'lực lượng công an nhân dân'}]}, {'meaning': 'ảnh hưởng, tác dụng; sức thuyết phục', 'examples': [{'origin': 'there is force in what you say', 'meaning': 'câu nói của anh có sức thuyết phục'}, {'origin': 'the force of an argument', 'meaning': 'sức thuyết phục của một lý lẽ'}]}, {'meaning': 'sự tác động mạnh mẽ, ấn tượng sâu sắc; sự sinh động', 'examples': [{'origin': 'to describe something with much force', 'meaning': 'tả cái gì rất sinh động'}]}, {'meaning': '(pháp lý) hiệu lực', 'examples': [{'origin': 'the law remains in force', 'meaning': 'điều luật đó còn có hiệu lực'}, {'origin': 'to come into force', 'meaning': 'có hiệu lực'}, {'origin': 'to put an act in force', 'meaning': 'thi hành một đạo luật'}]}, {'meaning': 'ý nghĩa', 'examples': [{'origin': 'the force of a clause', 'meaning': 'ý nghĩa của một điều khoản'}]}, {'meaning': '(vật lý) lực; (từ cổ,nghĩa cổ) năng lượng', 'examples': [{'origin': 'internal force', 'meaning': 'lực trong, nội lực'}, {'origin': 'external force', 'meaning': 'lực ngoài, ngoại lực'}, {'origin': 'conservation of force', 'meaning': '(từ cổ,nghĩa cổ) sự bảo toàn năng lượng'}]}]}",,,,,
1083,foreign,http://5.vndic.net/images/dict/f/foreign.gif,./Image/foreign.png,http://5.vndic.net/mp3.php?id=foreign&dir=842&lang=en&,./MP3/foreign.mp3,['fɔrin],"{'type': 'tính từ', 'meanings': [{'meaning': 'thuộc về, ở hoặc từ một nước hoặc một khu vực ngoài nước mình hoặc khu của mình; nước ngoài', 'examples': [{'origin': 'foreign languages', 'meaning': 'tiếng nước ngoài; ngoại ngữ'}, {'origin': 'foreign students', 'meaning': 'sinh viên người nước ngoài'}, {'origin': 'foreign goods', 'meaning': 'hàng ngoại'}]}, {'meaning': 'đối với hoặc liên quan đến các nước khác', 'examples': [{'origin': 'foreign trade', 'meaning': 'ngoại thương'}, {'origin': 'foreign affairs', 'meaning': 'công việc đối ngoại; việc ngoại giao'}, {'origin': 'The Foreign Office', 'meaning': 'Bộ ngoại giao'}, {'origin': 'The Foreign Minister', 'meaning': 'Bộ trưởng ngoại giao'}, {'origin': 'foreign policy', 'meaning': 'chính sách đối ngoại'}]}, {'meaning': '(foreign to somebody / something) xa lạ với ai/cái gì', 'examples': [{'origin': 'hypocrisy is something foreign to his nature', 'meaning': 'đạo đức giả là cái gì đó xa lạ với bản chất của anh ta'}]}, {'meaning': '(y học) ngẫu nhiên đến hoặc đưa từ ngoài vào', 'examples': [{'origin': 'a foreign body in the nose', 'meaning': 'vật lạ (bụi, mảnh vụn...) trong mũi; dị vật trong mũi'}]}, {'meaning': '(từ Mỹ,nghĩa Mỹ) thuộc tiểu bang khác', 'examples': []}]}",,,,,
1084,forest,http://5.vndic.net/images/dict/f/forest.gif,./Image/forest.png,http://5.vndic.net/mp3.php?id=forest&dir=71&lang=en&,./MP3/forest.mp3,['fɔrist],"{'type': 'danh từ', 'meanings': [{'meaning': 'rừng', 'examples': []}, {'meaning': '(pháp lý) rừng săn bắn', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'trồng cây ở; biến thành rừng; trồng cây gây rừng', 'examples': []}]}",,,,
1085,forever,,,http://5.vndic.net/mp3.php?id=forever&dir=183&lang=en&,./MP3/forever.mp3,[fə'revə],"{'type': 'phó từ', 'meanings': [{'meaning': 'mãi mãi, vĩnh viễn', 'examples': []}]}",,,,,
1086,forget,http://5.vndic.net/images/dict/f/forget.gif,./Image/forget.png,http://5.vndic.net/mp3.php?id=forget&dir=210&lang=en&,./MP3/forget.mp3,[fə'get],"{'type': 'ngoại động từ forgot, forgotten', 'meanings': [{'meaning': 'quên, không nhớ đến', 'examples': []}, {'meaning': 'coi thường, coi nhẹ', 'examples': []}]}","{'type': 'nội động từ', 'meanings': [{'meaning': 'quên', 'examples': [{'origin': 'to forget about something', 'meaning': 'quên cái gì'}]}]}",,,,
1087,form,http://5.vndic.net/images/dict/f/form.gif,./Image/form.png,http://5.vndic.net/mp3.php?id=form&dir=465&lang=en&,./MP3/form.mp3,[fɔ:m],"{'type': 'danh từ', 'meanings': [{'meaning': 'hình, hình thể, hình dạng, hình dáng', 'examples': []}, {'meaning': '(triết học) hình thức, hình thái', 'examples': [{'origin': 'form and content', 'meaning': 'hình thức và nội dung'}]}, {'meaning': 'hình thức (bài văn...), dạng', 'examples': [{'origin': 'in every form', 'meaning': 'dưới mọi hình thức'}]}, {'meaning': '(ngôn ngữ học) hình thái', 'examples': [{'origin': 'correct forms of words', 'meaning': 'hình thái đúng của từ'}, {'origin': 'negative form', 'meaning': 'hình thái phủ định'}, {'origin': 'affirmative form', 'meaning': 'hình thái khẳng định'}, {'origin': 'determinative form', 'meaning': 'hình thái hạn định'}]}, {'meaning': 'lớp', 'examples': [{'origin': 'the sixth form', 'meaning': 'lớp sáu'}]}, {'meaning': 'thể thức, nghi thức, thủ tục, lề thói', 'examples': [{'origin': 'in due form', 'meaning': 'theo đúng thể thức'}, {'origin': 'good form', 'meaning': 'cách cư xử đúng lề thói'}, {'origin': 'bad form', 'meaning': 'cách cư xử không đúng lề thói'}, {'origin': 'a form of address', 'meaning': 'thể thức viết hoặc nói'}]}, {'meaning': 'mẫu (đơn...) có chỗ trống (để điền vào)', 'examples': []}, {'meaning': '(thể dục,thể thao) tình trạng sức khoẻ', 'examples': [{'origin': 'in form', 'meaning': 'sức khoẻ tốt, sung sức'}, {'origin': 'out of form', 'meaning': 'không khoẻ, không sung sức'}]}, {'meaning': 'sự phấn khởi', 'examples': [{'origin': 'to be in great form', 'meaning': 'rất phấn khởi'}]}, {'meaning': 'ghế dài', 'examples': []}, {'meaning': '(ngành in) khuôn', 'examples': []}, {'meaning': 'hang thỏ', 'examples': []}, {'meaning': '(điện học) ắc quy', 'examples': []}, {'meaning': '(ngành đường sắt) sự ghép, sự thiết lập (đoàn toa xe lửa)', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'làm thành, tạo thành, nặn thành', 'examples': []}, {'meaning': 'huấn luyện, rèn luyện, đào tạo', 'examples': [{'origin': 'to form the mind', 'meaning': 'rèn luyện trí óc'}]}, {'meaning': 'tổ chức, thiết lập, thành lập', 'examples': [{'origin': 'to form a class for beginners in English', 'meaning': 'tổ chức một lớp cho người bắt đầu học tiếng Anh'}, {'origin': 'to form a new government', 'meaning': 'thành lập chính phủ mới'}, {'origin': 'to form an alliance', 'meaning': 'thành lập một liên minh'}]}, {'meaning': 'phát thành tiếng, phát âm rõ (từ)', 'examples': []}, {'meaning': 'nghĩ ra, hình thành (ý kiến...)', 'examples': [{'origin': 'to form a plan', 'meaning': 'hình thành một kế hoạch'}, {'origin': 'to form an idea', 'meaning': 'hình thành ý nghĩ, có ý nghĩ'}]}, {'meaning': 'gây, tạo được; nhiễm (thói quen)', 'examples': []}, {'meaning': '(ngôn ngữ học) cấu tạo (từ)', 'examples': []}, {'meaning': '(quân sự) xếp thành', 'examples': [{'origin': 'to form line', 'meaning': 'xếp thành hàng'}]}, {'meaning': '(ngành đường sắt) ghép, thiết lập (đoàn toa xe lửa)', 'examples': []}]}","{'type': 'nội động từ', 'meanings': [{'meaning': 'thành hình, được tạo thành', 'examples': [{'origin': 'his habit is forming', 'meaning': 'thói quen của anh ta đang thành nếp'}]}, {'meaning': '(quân sự) xếp thành hàng', 'examples': []}]}",,,
